"Heights","Gender"
160.37733713088613,"Male"
177.63781773000923,"Male"
166.25827033431898,"Male"
182.46728734770358,"Male"
182.36853406277197,"Male"
173.91534776564094,"Male"
177.81902666409215,"Male"
173.58859986958512,"Male"
187.4252587232931,"Male"
163.15178467107566,"Male"
163.4124629697636,"Male"
186.29354453837854,"Male"
162.06918277019713,"Male"
164.82236089369033,"Male"
193.29777923654044,"Male"
173.9851013182346,"Male"
165.97587050251576,"Male"
180.57309748560712,"Male"
171.75183142115662,"Male"
160.71630446926798,"Male"
177.48072795858877,"Male"
172.46533402584873,"Male"
176.50825524457179,"Male"
180.84744533514777,"Male"
169.21657409644453,"Male"
180.7696768967454,"Male"
179.5376522574688,"Male"
169.64885595563166,"Male"
162.23017024726963,"Male"
171.02547895024483,"Male"
172.92875284409607,"Male"
171.45338647068405,"Male"
166.31587108992346,"Male"
175.17921336863756,"Male"
187.9220720173937,"Male"
172.0521701435845,"Male"
163.6812582124522,"Male"
176.96220128416795,"Male"
182.6214171962066,"Male"
177.5231971196228,"Male"
160.45749189817823,"Male"
179.09566076862788,"Male"
179.0941841522633,"Male"
176.5039416915884,"Male"
172.80265361136145,"Male"
179.48336778496576,"Male"
180.65230258500932,"Male"
168.15716025361098,"Male"
180.0376220488031,"Male"
169.23637492894804,"Male"
177.1427699805245,"Male"
178.1841433356578,"Male"
163.74965189427013,"Male"
169.24103829557083,"Male"
182.39706432050377,"Male"
181.96506711436967,"Male"
183.28627734884762,"Male"
174.29096274038795,"Male"
172.18894739631708,"Male"
182.92669096143055,"Male"
176.86023124249348,"Male"
168.9534917257208,"Male"
180.72630897622992,"Male"
160.87757260059252,"Male"
181.8245149651217,"Male"
167.40409980863387,"Male"
181.69167918279481,"Male"
167.9976819602371,"Male"
170.45879618603414,"Male"
182.84799568992506,"Male"
170.60063502845344,"Male"
175.24915509387398,"Male"
182.46789426114577,"Male"
175.00645617893642,"Male"
183.84086678347407,"Male"
181.82786648460188,"Male"
182.2697343678936,"Male"
178.70243831513838,"Male"
174.87601621533815,"Male"
171.45412285403626,"Male"
180.14744626892187,"Male"
181.46450367261667,"Male"
170.83953805835466,"Male"
174.9171668663399,"Male"
166.08062825706014,"Male"
178.1005875518049,"Male"
167.68480671332006,"Male"
183.12384801853108,"Male"
168.637933836918,"Male"
170.94115423863323,"Male"
177.4109869308076,"Male"
177.24188492468073,"Male"
155.19770269722065,"Male"
191.38379708437634,"Male"
182.84113572552374,"Male"
167.6780136467968,"Male"
170.04935003254246,"Male"
180.84601291118386,"Male"
184.74031736667666,"Male"
173.3607253222352,"Male"
170.97228881436655,"Male"
168.17743316471905,"Male"
169.24859247052063,"Male"
175.62463451155583,"Male"
155.43773673782448,"Male"
186.11345552295134,"Male"
180.06226357313056,"Male"
187.3395196685156,"Male"
186.35406102077707,"Male"
173.44169087141933,"Male"
170.96837395350587,"Male"
172.0376686450557,"Male"
180.63122789526923,"Male"
185.8514107551111,"Male"
179.0893990958105,"Male"
178.3456425645656,"Male"
177.43927816201264,"Male"
175.26222980953904,"Male"
168.41769941648377,"Male"
166.96214839687173,"Male"
175.4607315437492,"Male"
187.44298660398962,"Male"
160.55682905205015,"Male"
166.74460570177922,"Male"
196.060846099674,"Male"
185.40731956345041,"Male"
170.93288437715287,"Male"
179.4500445171979,"Male"
176.8573675992826,"Male"
172.44531487668166,"Male"
184.44950786887057,"Male"
174.63489727303042,"Male"
174.8549477903751,"Male"
159.6074254033514,"Male"
182.99031675332432,"Male"
178.73569144530975,"Male"
176.33930974255884,"Male"
161.04744520434818,"Male"
180.15592015787948,"Male"
177.557804082777,"Male"
183.22283539412786,"Male"
190.1061614744288,"Male"
174.92264933012072,"Male"
178.58934485917683,"Male"
172.27160146500557,"Male"
178.70242000423164,"Male"
170.01359255716412,"Male"
167.41934376231154,"Male"
183.78233943513865,"Male"
186.70528770708185,"Male"
169.4797397153983,"Male"
175.06283622525447,"Male"
180.9034081893218,"Male"
178.99304697382644,"Male"
176.844261707101,"Male"
186.66758167013643,"Male"
175.0676868573796,"Male"
178.44496445335156,"Male"
182.42888360354212,"Male"
180.9076470818292,"Male"
179.5507787731393,"Male"
174.52610227925547,"Male"
183.6650896706539,"Male"
189.18324080842564,"Male"
174.57844311202902,"Male"
162.80206603059656,"Male"
179.3720378954579,"Male"
166.54164038818783,"Male"
180.29113099806636,"Male"
188.6997142382513,"Male"
176.90556000318057,"Male"
173.40439603266637,"Male"
178.18848459878868,"Male"
187.65052372614875,"Male"
178.46349100858083,"Male"
163.45098133989774,"Male"
178.59599570206694,"Male"
171.72781455809707,"Male"
179.20335242632882,"Male"
177.85189050036195,"Male"
176.63187672529128,"Male"
176.6340707259498,"Male"
163.9333343240725,"Male"
173.35379950370208,"Male"
177.27025463433068,"Male"
161.01349106449868,"Male"
175.9033297568224,"Male"
188.62242815870326,"Male"
170.374364112795,"Male"
176.05877637487862,"Male"
161.86621179801222,"Male"
171.61017759579087,"Male"
178.92985517939707,"Male"
167.4053785952642,"Male"
168.9838845406377,"Male"
181.121466845868,"Male"
173.00820481330825,"Male"
165.21852922962518,"Male"
178.8647541650633,"Male"
169.24941185449495,"Male"
171.22679798724187,"Male"
173.50242785827726,"Male"
177.9287393734572,"Male"
172.44636972284704,"Male"
171.5390017819398,"Male"
174.23245331159754,"Male"
186.53148077319915,"Male"
174.233452661114,"Male"
175.8120172700211,"Male"
173.32048931249474,"Male"
185.7632639797832,"Male"
177.70010565832868,"Male"
160.29893708237051,"Male"
179.8336591253794,"Male"
184.7390952381559,"Male"
173.73376581648893,"Male"
180.61143224473895,"Male"
172.69421006906762,"Male"
182.36196169174275,"Male"
179.13965010455706,"Male"
167.1834312474232,"Male"
162.8673527317483,"Male"
173.28140063673246,"Male"
161.84618676373393,"Male"
159.66191725517683,"Male"
184.50494208770016,"Male"
163.59609492950153,"Male"
171.63371974596197,"Male"
174.84349318283543,"Male"
177.47285334995325,"Male"
176.74977786885168,"Male"
177.52152596308994,"Male"
176.9535118261481,"Male"
183.68700258437465,"Male"
174.0863453934143,"Male"
169.82040011376526,"Male"
167.66000561561623,"Male"
172.29533131446752,"Male"
168.89599920698936,"Male"
179.03565946473364,"Male"
176.1036524873071,"Male"
170.09629489369846,"Male"
173.61352828958752,"Male"
166.98532405990576,"Male"
165.24834497978918,"Male"
180.72169124439313,"Male"
178.01096757445723,"Male"
181.43516187773233,"Male"
169.25303405659014,"Male"
172.3637489238663,"Male"
168.57412954676272,"Male"
176.6010031761479,"Male"
180.36659464005342,"Male"
179.42715029596198,"Male"
169.44174666831563,"Male"
171.89282366251672,"Male"
158.35613932684305,"Male"
177.84952113285945,"Male"
169.20543014889446,"Male"
182.82522411174278,"Male"
168.51840480465464,"Male"
181.03355833018546,"Male"
174.2079941875846,"Male"
173.30844210104434,"Male"
169.7991291517393,"Male"
178.7901497871214,"Male"
172.9690204402878,"Male"
176.801216629841,"Male"
166.25606318211157,"Male"
165.9375397902574,"Male"
168.4826699451328,"Male"
170.3980850832523,"Male"
185.42779539778394,"Male"
176.17527195357883,"Male"
172.22694672940884,"Male"
173.48764325789452,"Male"
175.84840514825382,"Male"
178.33747466421144,"Male"
175.41135614455257,"Male"
177.88107968221547,"Male"
166.03498755232567,"Male"
173.95534681043287,"Male"
166.6900238603539,"Male"
176.93508396923053,"Male"
183.2939673053994,"Male"
178.53786068405861,"Male"
186.6160191852083,"Male"
156.50475189850215,"Male"
188.43220029273084,"Male"
184.89542030717027,"Male"
171.6391511176307,"Male"
186.23794787001648,"Male"
171.70549496207437,"Male"
176.0131661309077,"Male"
181.542870593575,"Male"
175.875225991602,"Male"
172.96914938453972,"Male"
174.52212494414036,"Male"
166.08975121064674,"Male"
169.01360676447,"Male"
163.59299433645563,"Male"
175.95159464675396,"Male"
183.37596621307736,"Male"
172.98333039575513,"Male"
177.25520862617194,"Male"
161.80300044255307,"Male"
166.8922845585118,"Male"
171.65283295868832,"Male"
174.33994435457006,"Male"
163.7961172115623,"Male"
163.6081233064411,"Male"
174.7233610256433,"Male"
178.23569760776766,"Male"
183.65336889568226,"Male"
167.21774208945578,"Male"
174.84044320423672,"Male"
172.56309027125783,"Male"
178.4104647524734,"Male"
174.132383673902,"Male"
178.51403244447852,"Male"
176.7939272376906,"Male"
173.9237590510153,"Male"
176.19999740844935,"Male"
181.87833859186694,"Male"
179.5197338297903,"Male"
179.7841482086274,"Male"
175.18081803928297,"Male"
180.75394217079105,"Male"
174.2423169547924,"Male"
181.2854586981317,"Male"
174.59108538309334,"Male"
172.29451614536907,"Male"
173.54045010953178,"Male"
187.05478074261111,"Male"
168.1998243002634,"Male"
174.059123351538,"Male"
172.40135886124165,"Male"
175.95140243300492,"Male"
174.07825954915893,"Male"
176.0425779898366,"Male"
180.35672870242092,"Male"
170.11748217211192,"Male"
173.35020435218826,"Male"
182.65387314674166,"Male"
183.18128479812174,"Male"
181.5969934042815,"Male"
170.07569535048893,"Male"
191.83485260796687,"Male"
183.25634327360078,"Male"
162.4646633767321,"Male"
173.53664569141415,"Male"
167.89026606561742,"Male"
172.85331007195532,"Male"
173.34440072751985,"Male"
178.15209064774447,"Male"
174.0927934904417,"Male"
163.45556056530134,"Male"
185.06077207504225,"Male"
180.06820556203874,"Male"
183.09169482425713,"Male"
179.97853631007965,"Male"
175.55219497377743,"Male"
168.7797236002568,"Male"
170.25120152273826,"Male"
167.7902347400473,"Male"
176.1811976295424,"Male"
170.30407310143752,"Male"
182.58817902780487,"Male"
172.4652727556296,"Male"
155.78295035084577,"Male"
162.00412484488197,"Male"
166.64000327793303,"Male"
171.51199549822354,"Male"
186.23723036206385,"Male"
169.20148511107647,"Male"
179.87726217159408,"Male"
187.10627752925149,"Male"
181.56162614143784,"Male"
177.49384824620103,"Male"
165.09149688346514,"Male"
165.04362369551245,"Male"
181.21800760414627,"Male"
181.47239752131085,"Male"
163.24093344821813,"Male"
173.71907225112346,"Male"
175.99041446954757,"Male"
185.38350943229014,"Male"
186.55531310633742,"Male"
183.92255082557557,"Male"
171.07413598161514,"Male"
177.28798613771656,"Male"
171.5195192873933,"Male"
163.9429974023202,"Male"
170.49971759995378,"Male"
174.06440493536317,"Male"
180.09287887973855,"Male"
180.46631948974405,"Male"
176.8197573146291,"Male"
184.978179696416,"Male"
182.10584628638236,"Male"
184.58194326410373,"Male"
188.3951284494876,"Male"
179.2318454484394,"Male"
164.94621747343282,"Male"
186.84710567660352,"Male"
174.9893556358516,"Male"
172.99465059250727,"Male"
175.49192912012992,"Male"
179.38313618887628,"Male"
170.87490512761937,"Male"
163.71644802656735,"Male"
197.70784036160904,"Male"
169.62686750124962,"Male"
176.20708257762124,"Male"
170.93799998641418,"Male"
163.0822877099062,"Male"
172.87406064601768,"Male"
177.08362503557152,"Male"
174.22934638158142,"Male"
172.53309244438069,"Male"
176.0857132355662,"Male"
188.3265676061885,"Male"
175.25397565232888,"Male"
172.36920164747846,"Male"
175.7842424476301,"Male"
183.14329562306924,"Male"
171.27744230346897,"Male"
177.56078347883914,"Male"
181.34150578398607,"Male"
179.13564372167568,"Male"
172.18052905211857,"Male"
177.56459697250605,"Male"
180.26281300385637,"Male"
183.87447800568168,"Male"
180.77234570708978,"Male"
181.9235287438229,"Male"
170.48892169333683,"Male"
165.96778351193245,"Male"
166.99817042106932,"Male"
165.6236691124178,"Male"
158.63242892668723,"Male"
175.48139202460632,"Male"
179.76195843507512,"Male"
173.85080738401376,"Male"
170.8097736518874,"Male"
173.4848088598548,"Male"
174.67432537792433,"Male"
172.3123993670712,"Male"
176.36180254242936,"Male"
177.63945970090654,"Male"
165.2543463393319,"Male"
169.69201339306485,"Male"
172.24897348603093,"Male"
176.22933421474798,"Male"
161.53612786893004,"Male"
161.27554694483698,"Male"
174.16831156278187,"Male"
179.17274043194539,"Male"
177.39708587745253,"Male"
167.27149640858633,"Male"
181.83993183391158,"Male"
163.52651843432326,"Male"
181.8916636464556,"Male"
178.42109121487698,"Male"
176.47447237674083,"Male"
180.8364347564208,"Male"
177.73285199269026,"Male"
170.16510539925451,"Male"
174.81887117164854,"Male"
163.84105796962248,"Male"
177.96598252541318,"Male"
161.53514804683363,"Male"
169.9516487720545,"Male"
179.71810800935324,"Male"
181.51374735470944,"Male"
162.6734432609094,"Male"
186.5461187012547,"Male"
167.05929927593218,"Male"
176.14369400543308,"Male"
192.29701218227265,"Male"
174.8164086820661,"Male"
195.45584272042004,"Male"
157.85627863759933,"Male"
183.23172966174883,"Male"
161.4689737022353,"Male"
183.45667340901073,"Male"
167.4267287293002,"Male"
173.9517220042251,"Male"
182.04265364438365,"Male"
175.4655697692405,"Male"
166.14446658967586,"Male"
167.9803683654537,"Male"
184.4174997381497,"Male"
175.68530841622362,"Male"
177.15055183389381,"Male"
181.9282041167714,"Male"
176.41301183369234,"Male"
167.6564368644083,"Male"
171.4277524299005,"Male"
186.96149082871685,"Male"
174.42291455800034,"Female"
161.57719322752487,"Female"
148.99387737379345,"Female"
162.89141802109032,"Female"
152.0551387838921,"Female"
157.16516403513492,"Female"
159.8302963767628,"Female"
168.56470207397578,"Female"
152.94389420104244,"Female"
161.66245458721934,"Female"
163.30360746691417,"Female"
156.44199345945282,"Female"
155.85194545640334,"Female"
158.95168007603692,"Female"
164.9041698657028,"Female"
169.87925182028857,"Female"
151.24039172418793,"Female"
163.4718072190992,"Female"
175.85467043942887,"Female"
159.7806821623178,"Female"
174.59868178532673,"Female"
160.38475285764343,"Female"
156.62498775763373,"Female"
143.50185375688284,"Female"
153.23737658014252,"Female"
175.23025815122176,"Female"
148.71423524181645,"Female"
158.59470415124315,"Female"
155.56078666393242,"Female"
163.7559452091195,"Female"
164.70425113677373,"Female"
155.64144971943554,"Female"
162.7305436646786,"Female"
157.9635326554194,"Female"
150.59436192778463,"Female"
159.4356623829501,"Female"
162.25438173064404,"Female"
154.81383585690338,"Female"
163.1303873169223,"Female"
163.68519695653887,"Female"
176.7393432347715,"Female"
153.3677639036271,"Female"
173.3159436651573,"Female"
161.7626900984917,"Female"
157.56636637827737,"Female"
151.9338521869696,"Female"
149.41099045447098,"Female"
154.99232436298084,"Female"
154.70659862840614,"Female"
147.5172338864748,"Female"
158.66409064165427,"Female"
160.1234835604329,"Female"
157.1791502512166,"Female"
156.64696754125882,"Female"
166.8147831893899,"Female"
161.20392424165252,"Female"
179.23935101032686,"Female"
164.48126742999037,"Female"
162.88658355889896,"Female"
161.64408728495243,"Female"
165.6421465078355,"Female"
170.88493163959916,"Female"
169.15427362071733,"Female"
164.60200141220625,"Female"
154.7196724876838,"Female"
158.64025254964287,"Female"
168.7397083692951,"Female"
152.86752953597366,"Female"
157.98975981478944,"Female"
158.78846933727098,"Female"
177.3877360722231,"Female"
157.39482195766934,"Female"
151.43935772780156,"Female"
169.36340647497047,"Female"
162.92987118489046,"Female"
166.65571698121752,"Female"
162.66977473520768,"Female"
159.1906717182849,"Female"
157.12196338545672,"Female"
172.7655565409761,"Female"
165.28688852010353,"Female"
166.30370358743482,"Female"
165.4581907116589,"Female"
153.91396009099222,"Female"
159.27711207610207,"Female"
158.72239337853205,"Female"
161.53466446276747,"Female"
154.52725638847252,"Female"
169.97215333078952,"Female"
169.6240060631048,"Female"
154.12555852373475,"Female"
166.6727173131514,"Female"
158.45197287895877,"Female"
158.39116110915623,"Female"
153.56277947150127,"Female"
169.11228830779754,"Female"
155.39508618025806,"Female"
155.3209541313396,"Female"
175.55130493273163,"Female"
170.00292226955688,"Female"
146.72224922426764,"Female"
159.69716405989803,"Female"
164.57457994110788,"Female"
155.64481524377928,"Female"
162.10345451410126,"Female"
157.04662463964004,"Female"
165.98319306475847,"Female"
162.3436871597819,"Female"
151.27050067058994,"Female"
159.0730149910726,"Female"
166.68053298502136,"Female"
155.51435108760603,"Female"
160.2521353116192,"Female"
155.847794817334,"Female"
162.9530198250122,"Female"
164.38580220448273,"Female"
156.56214223380516,"Female"
155.1746692618081,"Female"
160.91340085346332,"Female"
145.90929652162296,"Female"
164.4506882961438,"Female"
163.52298874454203,"Female"
158.96759416012188,"Female"
151.5885836710368,"Female"
171.9486878935964,"Female"
158.6787118551105,"Female"
159.19976927054006,"Female"
168.44974383317535,"Female"
157.05139862164273,"Female"
156.48501215225784,"Female"
164.27271551636454,"Female"
173.64847069894955,"Female"
161.16522902124245,"Female"
167.8074297411143,"Female"
174.16133626017404,"Female"
156.78638607596713,"Female"
148.93649621349957,"Female"
164.26995829055048,"Female"
159.74749712135645,"Female"
173.08943199052987,"Female"
157.1684838858592,"Female"
170.90236438248957,"Female"
162.5263936288087,"Female"
161.8768401317737,"Female"
151.8281131928142,"Female"
155.51852997482405,"Female"
174.6205923577688,"Female"
153.91322105054886,"Female"
168.27680854093563,"Female"
157.18926528163138,"Female"
165.21639477262352,"Female"
174.0057330323526,"Female"
162.90617297947458,"Female"
165.4395363733246,"Female"
152.05462153995364,"Female"
153.30450416217937,"Female"
161.7706132939821,"Female"
164.8616603762677,"Female"
166.88843586088112,"Female"
162.96553006508282,"Female"
160.4520522737906,"Female"
158.94668251402845,"Female"
176.62509316107688,"Female"
163.19027789087633,"Female"
176.34602212773444,"Female"
169.6599826385581,"Female"
152.79502281390637,"Female"
163.78417278954777,"Female"
167.7530260634431,"Female"
170.38094632231505,"Female"
169.63678386760606,"Female"
173.31011191754706,"Female"
159.5142179971,"Female"
157.85066893172154,"Female"
167.99353810693134,"Female"
167.56597830913321,"Female"
168.04213056968675,"Female"
160.02637391643984,"Female"
168.40816878926196,"Female"
170.23223808490934,"Female"
166.16405579570483,"Female"
150.25870977964735,"Female"
160.85412370294455,"Female"
155.53649176117028,"Female"
178.63021160354174,"Female"
161.1934605155984,"Female"
167.06925502572523,"Female"
171.57870056773913,"Female"
166.35741794190412,"Female"
159.65448807828426,"Female"
150.94215019103297,"Female"
152.07438862215213,"Female"
162.06360516234562,"Female"
147.48494501204573,"Female"
149.0122840903295,"Female"
159.6541491291759,"Female"
158.8671701911557,"Female"
163.77745918844738,"Female"
161.10090246889663,"Female"
169.70794820957957,"Female"
163.58780006329656,"Female"
162.99184862245252,"Female"
163.61072362765364,"Female"
164.5838113473944,"Female"
164.62906263539506,"Female"
163.02172202586397,"Female"
154.36382661007895,"Female"
156.54346267524093,"Female"
147.44319853916403,"Female"
168.87810793247394,"Female"
162.17982972950688,"Female"
159.1173935292945,"Female"
156.1756296307821,"Female"
171.04362096067086,"Female"
166.49890760228828,"Female"
161.34126721873437,"Female"
149.3507528444803,"Female"
153.11975355336529,"Female"
165.67513093546088,"Female"
169.99354938699747,"Female"
160.21327251335197,"Female"
158.43642190480807,"Female"
168.41607605893765,"Female"
166.77589648708252,"Female"
153.29540606426207,"Female"
159.60121222510645,"Female"
159.44983069199895,"Female"
154.17446643576253,"Female"
157.66829274435202,"Female"
171.3797703261865,"Female"
152.62226609465552,"Female"
168.22020993476835,"Female"
162.7030117472715,"Female"
167.07540231475554,"Female"
160.00622073708382,"Female"
149.7015853771227,"Female"
151.05777202629068,"Female"
160.570610875763,"Female"
153.44814164497012,"Female"
160.77494566367898,"Female"
162.23791651282997,"Female"
161.31844822320588,"Female"
157.2604998090207,"Female"
160.53297054573255,"Female"
160.9809555237583,"Female"
170.0567456774344,"Female"
157.63938005047942,"Female"
160.10158546168194,"Female"
158.76407099945484,"Female"
158.73295249857182,"Female"
155.8728276683105,"Female"
156.41891119374918,"Female"
151.41728769539344,"Female"
159.57350288462516,"Female"
168.94759833510412,"Female"
155.0819581658954,"Female"
152.15440406084446,"Female"
160.24477654970238,"Female"
145.73062022792368,"Female"
162.41425153256162,"Female"
167.64136027973137,"Female"
158.82281372230455,"Female"
157.65792765484758,"Female"
163.57024832976145,"Female"
167.84703033307716,"Female"
157.93723208213902,"Female"
165.39460086882306,"Female"
153.91166424817214,"Female"
169.1109397871484,"Female"
156.24561593072553,"Female"
151.52555864965655,"Female"
161.0685547229232,"Female"
183.8517269161973,"Female"
170.9742750633972,"Female"
151.69424551989215,"Female"
162.57681205524932,"Female"
170.850954332881,"Female"
164.82686861311106,"Female"
164.89172589545578,"Female"
161.17755827253993,"Female"
166.58236604572528,"Female"
159.85486113247953,"Female"
164.81772969938868,"Female"
155.15738702808272,"Female"
165.25439861594057,"Female"
160.30364086804636,"Female"
158.80467900044286,"Female"
164.56380977301544,"Female"
162.52609714552,"Female"
178.1164871788737,"Female"
154.16577208892596,"Female"
148.51432831539285,"Female"
146.3120245293551,"Female"
151.82534865568542,"Female"
167.65248918564407,"Female"
173.09823151732172,"Female"
162.9786274665913,"Female"
161.26032383551356,"Female"
148.78614340215745,"Female"
157.6737421473856,"Female"
165.0287433114649,"Female"
178.52680153508732,"Female"
162.0957523694937,"Female"
170.89528360371895,"Female"
154.58045031834388,"Female"
167.89299192847625,"Female"
159.7064912335111,"Female"
166.40753886303295,"Female"
150.37847173240846,"Female"
163.67711617241497,"Female"
164.3184955795457,"Female"
163.47950411167406,"Female"
165.63547553420787,"Female"
163.25600969880864,"Female"
155.42868896827932,"Female"
166.3535823399183,"Female"
166.99290354557624,"Female"
163.9848923914098,"Female"
165.3259143682424,"Female"
166.97802610881942,"Female"
156.24263813394762,"Female"
159.80136244952263,"Female"
158.3649392702184,"Female"
164.63598563819113,"Female"
156.9625623906345,"Female"
166.62794881579788,"Female"
171.4162559640783,"Female"
165.59772810608123,"Female"
148.26112732999505,"Female"
169.46680276172967,"Female"
169.1494609772994,"Female"
160.66088126794216,"Female"
167.94307544532717,"Female"
163.9665786743654,"Female"
174.90634505017053,"Female"
158.8152137743224,"Female"
154.9782510797881,"Female"
167.70493633649644,"Female"
167.97199120287357,"Female"
157.2007037324925,"Female"
154.99191360392953,"Female"
163.5419556591085,"Female"
157.3813337344471,"Female"
159.33565191137586,"Female"
164.09659684631367,"Female"
155.43436954935694,"Female"
167.82458309280187,"Female"
160.62132368608445,"Female"
160.11279882817897,"Female"
155.17822289293557,"Female"
174.44881807959328,"Female"
152.73113371345198,"Female"
155.47633999895154,"Female"
156.0140617943924,"Female"
169.4335861294565,"Female"
166.83839058994843,"Female"
177.21881139942647,"Female"
165.3737802139248,"Female"
161.18085792177186,"Female"
160.95729099904833,"Female"
161.35104868290762,"Female"
163.2449650423207,"Female"
164.97745072640484,"Female"
177.22833359626216,"Female"
171.02462376922009,"Female"
159.87399341952133,"Female"
161.01667421921317,"Female"
154.93404116390047,"Female"
157.55028992174135,"Female"
159.25804204875345,"Female"
165.6061881703183,"Female"
155.57279248897726,"Female"
162.85208946575435,"Female"
151.2971560869175,"Female"
169.5234021740693,"Female"
172.50062058784593,"Female"
154.95443747706352,"Female"
168.52534625654022,"Female"
165.22215078583974,"Female"
154.89170717850226,"Female"
170.77547656325692,"Female"
160.21803160555277,"Female"
171.5732284722883,"Female"
147.79487053426956,"Female"
164.5992103714776,"Female"
155.13322965125957,"Female"
166.94456459455287,"Female"
164.6439401310182,"Female"
168.65076825783734,"Female"
152.39289218625876,"Female"
157.33154933982323,"Female"
160.86786103984676,"Female"
165.95592041340223,"Female"
151.8709473987706,"Female"
159.28738180961392,"Female"
151.38128817980362,"Female"
157.31321303509964,"Female"
168.44971413153468,"Female"
163.65517275289923,"Female"
147.60193734797173,"Female"
164.9019191889456,"Female"
163.00020858017757,"Female"
168.95498726746354,"Female"
153.861400988301,"Female"
157.0731292040627,"Female"
158.77765548115804,"Female"
166.68831719467966,"Female"
151.2058098567122,"Female"
163.83244053410795,"Female"
161.9669807399475,"Female"
167.5427708063451,"Female"
148.93179723014595,"Female"
151.36314287921934,"Female"
157.24489805324336,"Female"
169.574618166098,"Female"
160.45718696387814,"Female"
163.49218001670965,"Female"
151.97516007804157,"Female"
162.23575969888654,"Female"
153.82412070543407,"Female"
149.85167181796055,"Female"
165.29728489544127,"Female"
164.77638551240358,"Female"
167.66613315619404,"Female"
169.10289788740525,"Female"
170.506220014063,"Female"
169.67185685907575,"Female"
166.99848176801646,"Female"
166.4182517193327,"Female"
165.8528111368491,"Female"
158.46099877767102,"Female"
163.86257635812464,"Female"
153.16104701788734,"Female"
168.08456886322074,"Female"
162.59059216179446,"Female"
172.78311572004583,"Female"
160.32123310485287,"Female"
157.02785347870716,"Female"
166.31935292092635,"Female"
162.83080302705253,"Female"
164.22929154197902,"Female"
158.38681014084457,"Female"
166.6713341654562,"Female"
150.0164818200117,"Female"
171.92296051132197,"Female"
168.5112684658901,"Female"
168.98342737797785,"Female"
166.35868532899036,"Female"
167.95048797183924,"Female"
153.5323952648498,"Female"
168.55146596994612,"Female"
154.26144038752665,"Female"
157.5982092791744,"Female"
170.65510897768414,"Female"
156.65688884700253,"Female"
150.90506878155125,"Female"
161.80340184279453,"Female"
160.09792361458867,"Female"
161.5060806320304,"Female"
161.7841143610875,"Female"
161.78936815088497,"Female"
166.9944636466235,"Female"
158.75197746886425,"Female"
165.44583093023823,"Female"
163.71126395774033,"Female"
167.03671223135933,"Female"
156.97275127966532,"Female"
171.97766226265233,"Female"
160.3485220859017,"Female"
165.3331788508936,"Female"
163.3319913072428,"Female"
156.22001347483737,"Female"
159.20197349478303,"Female"
158.72412547461465,"Female"
159.83017624451904,"Female"
147.99361526790304,"Female"
156.92521092056356,"Female"
153.70644490678978,"Female"
170.02070086147293,"Female"
160.84347969678598,"Female"
153.918330523884,"Female"
153.80847199708577,"Female"
158.9682037378587,"Female"
153.81597607630115,"Female"
155.86110263759153,"Female"
171.52781052153588,"Female"
155.72244549631813,"Female"
166.87494306863854,"Female"
165.96377185129282,"Female"
161.076637363603,"Female"
161.2682782069504,"Female"
166.81669175148366,"Female"
164.1333158348049,"Female"
159.83267106687128,"Female"
169.67093506861067,"Female"
170.08159392932416,"Female"
159.9781775158977,"Female"
150.66840360207354,"Female"
163.98554376662474,"Female"
160.4111379542175,"Female"
